Transaction_Text,Label
Laptop EMI payment - INR 5233 - Ref 235304,EMI
Fixed deposit investment - INR 45878 - Ref 727877,Investment
Laptop EMI payment - INR 49390 - Ref 110971,EMI
Bike loan EMI - INR 25659 - Ref 584742,EMI
eBay online order - INR 39689 - Ref 209114,Shopping
Demat account transfer - INR 18932 - Ref 834122,Investment
Amazon online shopping - INR 9340 - Ref 922798,Shopping
Grocery food items - INR 29172 - Ref 821893,Food
IRCTC train ticket - INR 24908 - Ref 972368,Travel
McDonald's meal payment - INR 36818 - Ref 919222,Food
Laptop EMI payment - INR 33906 - Ref 624499,EMI
Dominos pizza order - INR 27024 - Ref 537814,Food
Grocery food items - INR 28458 - Ref 720071,Food
Flipkart purchase - INR 3508 - Ref 961374,Shopping
ETF purchase - INR 6626 - Ref 594132,Investment
Amazon online shopping - INR 25575 - Ref 749141,Shopping
Ajio clothing purchase - INR 41709 - Ref 674651,Shopping
NPS contribution - INR 3915 - Ref 524699,Investment
Home loan EMI - INR 9040 - Ref 814373,EMI
Ajio clothing purchase - INR 31997 - Ref 949454,Shopping
Appliance EMI - INR 44106 - Ref 376320,EMI
Credit card EMI - INR 37498 - Ref 942825,EMI
Car loan EMI - INR 47883 - Ref 898602,EMI
MakeMyTrip travel booking - INR 33241 - Ref 587624,Travel
Rapido bike ride - INR 4945 - Ref 842485,Travel
Car loan EMI - INR 30501 - Ref 227849,EMI
Bakery purchase - INR 17336 - Ref 221606,Food
PPF contribution - INR 32197 - Ref 818375,Investment
Airport taxi fare - INR 38891 - Ref 989631,Travel
Swiggy order payment - INR 25090 - Ref 530769,Food
Retail store shopping - INR 48461 - Ref 528471,Shopping
Car loan EMI - INR 34324 - Ref 584942,EMI
Laptop EMI payment - INR 12969 - Ref 549893,EMI
Demat account transfer - INR 1048 - Ref 493238,Investment
Flipkart purchase - INR 9643 - Ref 143360,Shopping
Mall shopping payment - INR 16863 - Ref 607240,Shopping
Hotel stay booking - INR 49278 - Ref 705523,Travel
Mutual fund SIP - INR 46567 - Ref 224994,Investment
Electronics purchase - INR 14942 - Ref 208646,Shopping
Appliance EMI - INR 11873 - Ref 640522,EMI
Flipkart purchase - INR 46557 - Ref 552313,Shopping
Car loan EMI - INR 18431 - Ref 427938,EMI
Car loan EMI - INR 44603 - Ref 131310,EMI
Hotel dinner bill - INR 11071 - Ref 647034,Food
Restaurant dine-in bill - INR 30327 - Ref 663905,Food
Cafe coffee purchase - INR 32118 - Ref 902832,Food
Lifestyle store purchase - INR 20180 - Ref 971472,Shopping
Bike loan EMI - INR 3114 - Ref 318720,EMI
ETF purchase - INR 34330 - Ref 307721,Investment
KFC online order - INR 33212 - Ref 470819,Food
Retirement fund investment - INR 23011 - Ref 387259,Investment
Appliance EMI - INR 22496 - Ref 995710,EMI
Hotel dinner bill - INR 32605 - Ref 824229,Food
Rapido bike ride - INR 6861 - Ref 141742,Travel
Ola cab booking - INR 8149 - Ref 639120,Travel
Stock market investment - INR 24253 - Ref 687616,Investment
Bus ticket purchase - INR 20600 - Ref 397917,Travel
Education loan EMI - INR 32324 - Ref 771910,EMI
Mall shopping payment - INR 6082 - Ref 111700,Shopping
Grocery food items - INR 31875 - Ref 737644,Food
Laptop EMI payment - INR 2872 - Ref 509587,EMI
Zomato food delivery - INR 28840 - Ref 792515,Food
Stock market investment - INR 39355 - Ref 111754,Investment
Flight ticket booking - INR 3087 - Ref 748640,Travel
Electronics purchase - INR 24425 - Ref 540512,Shopping
Zomato food delivery - INR 37703 - Ref 753288,Food
Ola cab booking - INR 35149 - Ref 595360,Travel
Consumer durable EMI - INR 22402 - Ref 726952,EMI
NPS contribution - INR 29475 - Ref 109796,Investment
Appliance EMI - INR 30834 - Ref 304567,EMI
Electronics purchase - INR 30111 - Ref 893824,Shopping
Car loan EMI - INR 19525 - Ref 783440,EMI
IRCTC train ticket - INR 19379 - Ref 389484,Travel
Hotel dinner bill - INR 16643 - Ref 613847,Food
Airport taxi fare - INR 36604 - Ref 986069,Travel
Mall shopping payment - INR 46574 - Ref 480987,Shopping
Mutual fund SIP - INR 37086 - Ref 937568,Investment
Ajio clothing purchase - INR 985 - Ref 826424,Shopping
Home loan EMI - INR 10057 - Ref 980026,EMI
Myntra fashion order - INR 10909 - Ref 945161,Shopping
Supermarket shopping - INR 47248 - Ref 171998,Shopping
Ajio clothing purchase - INR 40919 - Ref 630111,Shopping
Personal loan EMI - INR 19242 - Ref 637126,EMI
Bus ticket purchase - INR 4117 - Ref 862122,Travel
Dominos pizza order - INR 5586 - Ref 778087,Food
Supermarket shopping - INR 24420 - Ref 132501,Shopping
IRCTC train ticket - INR 19060 - Ref 100205,Travel
Mutual fund SIP - INR 42740 - Ref 119554,Investment
Ajio clothing purchase - INR 39813 - Ref 952669,Shopping
KFC online order - INR 7040 - Ref 366645,Food
Lifestyle store purchase - INR 31741 - Ref 941976,Shopping
Metro card recharge - INR 33356 - Ref 293538,Travel
IRCTC train ticket - INR 3622 - Ref 685962,Travel
Supermarket shopping - INR 38489 - Ref 734692,Shopping
Restaurant dine-in bill - INR 23353 - Ref 909275,Food
Lifestyle store purchase - INR 18937 - Ref 635096,Shopping
eBay online order - INR 5205 - Ref 302192,Shopping
Education loan EMI - INR 47897 - Ref 523321,EMI
Mobile EMI payment - INR 15676 - Ref 970316,EMI
Mobile EMI payment - INR 32021 - Ref 518159,EMI
Uber ride payment - INR 2441 - Ref 402734,Travel
Laptop EMI payment - INR 20265 - Ref 601584,EMI
Ajio clothing purchase - INR 36121 - Ref 907038,Shopping
Hotel dinner bill - INR 17809 - Ref 989212,Food
Hotel stay booking - INR 2439 - Ref 509039,Travel
Hotel stay booking - INR 16683 - Ref 572553,Travel
IRCTC train ticket - INR 17582 - Ref 234904,Travel
Restaurant dine-in bill - INR 45036 - Ref 131272,Food
Bakery purchase - INR 44852 - Ref 980767,Food
Metro card recharge - INR 25663 - Ref 755119,Travel
NPS contribution - INR 5605 - Ref 636175,Investment
Lifestyle store purchase - INR 45907 - Ref 501146,Shopping
Credit card EMI - INR 34959 - Ref 707968,EMI
Flight ticket booking - INR 16288 - Ref 333845,Travel
Swiggy order payment - INR 24788 - Ref 753189,Food
Laptop EMI payment - INR 33010 - Ref 777596,EMI
Credit card EMI - INR 7464 - Ref 450762,EMI
Hotel stay booking - INR 46742 - Ref 559566,Travel
Restaurant dine-in bill - INR 6049 - Ref 595624,Food
Consumer durable EMI - INR 37096 - Ref 790093,EMI
Supermarket shopping - INR 34226 - Ref 388542,Shopping
ETF purchase - INR 43464 - Ref 762428,Investment
Mutual fund SIP - INR 31376 - Ref 268452,Investment
Lifestyle store purchase - INR 15868 - Ref 746202,Shopping
Car loan EMI - INR 29078 - Ref 971855,EMI
Mall shopping payment - INR 6775 - Ref 584068,Shopping
Stock market investment - INR 29640 - Ref 970975,Investment
Lifestyle store purchase - INR 41074 - Ref 732676,Shopping
Gold bond investment - INR 20026 - Ref 803069,Investment
MakeMyTrip travel booking - INR 29052 - Ref 823019,Travel
Mobile EMI payment - INR 40775 - Ref 890729,EMI
eBay online order - INR 1054 - Ref 428364,Shopping
Uber ride payment - INR 19068 - Ref 534152,Travel
Ajio clothing purchase - INR 13628 - Ref 668559,Shopping
eBay online order - INR 9333 - Ref 740076,Shopping
Retirement fund investment - INR 29484 - Ref 454593,Investment
Dominos pizza order - INR 19636 - Ref 445761,Food
Myntra fashion order - INR 47799 - Ref 194615,Shopping
Myntra fashion order - INR 18524 - Ref 136403,Shopping
Retail store shopping - INR 37004 - Ref 194991,Shopping
Ola cab booking - INR 14670 - Ref 635619,Travel
PPF contribution - INR 1587 - Ref 279527,Investment
ETF purchase - INR 12979 - Ref 753285,Investment
Mobile EMI payment - INR 49398 - Ref 556524,EMI
Gold bond investment - INR 11149 - Ref 686691,Investment
Bakery purchase - INR 14430 - Ref 770997,Food
Appliance EMI - INR 17663 - Ref 427685,EMI
Restaurant dine-in bill - INR 46160 - Ref 969757,Food
Supermarket shopping - INR 34081 - Ref 716064,Shopping
Uber ride payment - INR 15404 - Ref 684161,Travel
Retail store shopping - INR 14233 - Ref 400968,Shopping
Home loan EMI - INR 1524 - Ref 135108,EMI
Laptop EMI payment - INR 47273 - Ref 924277,EMI
Appliance EMI - INR 25634 - Ref 105919,EMI
Rapido bike ride - INR 6322 - Ref 381107,Travel
Retail store shopping - INR 24106 - Ref 732533,Shopping
Mutual fund SIP - INR 32048 - Ref 582822,Investment
Cafe coffee purchase - INR 18446 - Ref 381335,Food
Metro card recharge - INR 45627 - Ref 724453,Travel
Mobile EMI payment - INR 46625 - Ref 432455,EMI
Ajio clothing purchase - INR 42517 - Ref 711742,Shopping
KFC online order - INR 16966 - Ref 467907,Food
Flipkart purchase - INR 30822 - Ref 917641,Shopping
Stock market investment - INR 29770 - Ref 779984,Investment
Demat account transfer - INR 36884 - Ref 705618,Investment
Credit card EMI - INR 9053 - Ref 700668,EMI
Uber ride payment - INR 37496 - Ref 960205,Travel
Rapido bike ride - INR 8846 - Ref 601386,Travel
Mall shopping payment - INR 34064 - Ref 341168,Shopping
Grocery food items - INR 34337 - Ref 202035,Food
Zomato food delivery - INR 15678 - Ref 702844,Food
Mutual fund SIP - INR 32656 - Ref 194270,Investment
Bike loan EMI - INR 16618 - Ref 223318,EMI
eBay online order - INR 41187 - Ref 511264,Shopping
Retail store shopping - INR 16232 - Ref 703618,Shopping
Gold bond investment - INR 41474 - Ref 838414,Investment
IRCTC train ticket - INR 44155 - Ref 943554,Travel
Bike loan EMI - INR 31143 - Ref 601383,EMI
Hotel dinner bill - INR 45630 - Ref 529051,Food
Airport taxi fare - INR 28460 - Ref 129967,Travel
Car loan EMI - INR 49709 - Ref 686720,EMI
Mutual fund SIP - INR 27961 - Ref 782427,Investment
Bus ticket purchase - INR 16402 - Ref 572345,Travel
NPS contribution - INR 15926 - Ref 233572,Investment
Mobile EMI payment - INR 18294 - Ref 830903,EMI
Consumer durable EMI - INR 22132 - Ref 749562,EMI
Swiggy order payment - INR 13994 - Ref 574191,Food
Rapido bike ride - INR 7540 - Ref 414595,Travel
Restaurant dine-in bill - INR 38564 - Ref 365425,Food
Swiggy order payment - INR 16395 - Ref 555100,Food
KFC online order - INR 31527 - Ref 830695,Food
Metro card recharge - INR 27408 - Ref 779041,Travel
eBay online order - INR 48182 - Ref 921060,Shopping
McDonald's meal payment - INR 42672 - Ref 694234,Food
Demat account transfer - INR 7715 - Ref 524708,Investment
Stock market investment - INR 23501 - Ref 961472,Investment
Flipkart purchase - INR 14251 - Ref 628175,Shopping
Mutual fund SIP - INR 39568 - Ref 601096,Investment
Dominos pizza order - INR 25546 - Ref 265774,Food
Bike loan EMI - INR 24352 - Ref 591866,EMI
Retirement fund investment - INR 4613 - Ref 510785,Investment
Flipkart purchase - INR 38699 - Ref 122102,Shopping
Restaurant dine-in bill - INR 34776 - Ref 529121,Food
Restaurant dine-in bill - INR 36491 - Ref 611244,Food
Demat account transfer - INR 38698 - Ref 991993,Investment
Appliance EMI - INR 35983 - Ref 352321,EMI
Bakery purchase - INR 28160 - Ref 440535,Food
Lifestyle store purchase - INR 16827 - Ref 140267,Shopping
ETF purchase - INR 44430 - Ref 451560,Investment
Ola cab booking - INR 3931 - Ref 410311,Travel
Personal loan EMI - INR 47994 - Ref 400167,EMI
Mall shopping payment - INR 25593 - Ref 274556,Shopping
Swiggy order payment - INR 741 - Ref 507855,Food
Supermarket shopping - INR 34001 - Ref 535134,Shopping
Lifestyle store purchase - INR 34409 - Ref 695560,Shopping
Cafe coffee purchase - INR 9514 - Ref 338865,Food
Car loan EMI - INR 12725 - Ref 779638,EMI
Amazon online shopping - INR 41341 - Ref 519125,Shopping
Laptop EMI payment - INR 23340 - Ref 961787,EMI
Stock market investment - INR 17585 - Ref 253026,Investment
Ola cab booking - INR 2381 - Ref 122085,Travel
Airport taxi fare - INR 10756 - Ref 879493,Travel
Metro card recharge - INR 9496 - Ref 162449,Travel
Metro card recharge - INR 33041 - Ref 417587,Travel
Rapido bike ride - INR 8994 - Ref 150766,Travel
Home loan EMI - INR 30039 - Ref 681384,EMI
IRCTC train ticket - INR 22098 - Ref 974418,Travel
Electronics purchase - INR 32419 - Ref 816317,Shopping
PPF contribution - INR 2810 - Ref 866215,Investment
Flipkart purchase - INR 46444 - Ref 150871,Shopping
Demat account transfer - INR 11352 - Ref 744963,Investment
PPF contribution - INR 13040 - Ref 210759,Investment
Lifestyle store purchase - INR 8845 - Ref 395810,Shopping
Stock market investment - INR 45084 - Ref 495048,Investment
Hotel dinner bill - INR 36912 - Ref 689199,Food
KFC online order - INR 37508 - Ref 996784,Food
Fixed deposit investment - INR 29957 - Ref 832196,Investment
KFC online order - INR 4681 - Ref 617199,Food
Retail store shopping - INR 48450 - Ref 138161,Shopping
Mall shopping payment - INR 48655 - Ref 903867,Shopping
Electronics purchase - INR 15576 - Ref 371280,Shopping
Consumer durable EMI - INR 24528 - Ref 450959,EMI
Dominos pizza order - INR 5639 - Ref 813887,Food
Myntra fashion order - INR 858 - Ref 271324,Shopping
Grocery food items - INR 28104 - Ref 418476,Food
Lifestyle store purchase - INR 19932 - Ref 233475,Shopping
ETF purchase - INR 12935 - Ref 986898,Investment
Car loan EMI - INR 27679 - Ref 376788,EMI
Education loan EMI - INR 23118 - Ref 819298,EMI
KFC online order - INR 28997 - Ref 340454,Food
Retirement fund investment - INR 8473 - Ref 170534,Investment
Bike loan EMI - INR 33023 - Ref 386476,EMI
Myntra fashion order - INR 14701 - Ref 581117,Shopping
Lifestyle store purchase - INR 35638 - Ref 188976,Shopping
Ola cab booking - INR 19924 - Ref 170451,Travel
Retirement fund investment - INR 4705 - Ref 339963,Investment
Gold bond investment - INR 7251 - Ref 994593,Investment
Metro card recharge - INR 4126 - Ref 533496,Travel
eBay online order - INR 16218 - Ref 358411,Shopping
Swiggy order payment - INR 20815 - Ref 472188,Food
Cafe coffee purchase - INR 14951 - Ref 728268,Food
Uber ride payment - INR 36016 - Ref 600781,Travel
Bus ticket purchase - INR 46612 - Ref 415936,Travel
KFC online order - INR 1540 - Ref 815655,Food
Supermarket shopping - INR 24349 - Ref 557922,Shopping
Gold bond investment - INR 30239 - Ref 894410,Investment
Demat account transfer - INR 27020 - Ref 408741,Investment
Education loan EMI - INR 36370 - Ref 727346,EMI
eBay online order - INR 48495 - Ref 666822,Shopping
IRCTC train ticket - INR 39911 - Ref 221515,Travel
Swiggy order payment - INR 28280 - Ref 987935,Food
Appliance EMI - INR 6475 - Ref 186816,EMI
Cafe coffee purchase - INR 9012 - Ref 123441,Food
Hotel stay booking - INR 20447 - Ref 605887,Travel
Grocery food items - INR 8324 - Ref 170737,Food
PPF contribution - INR 47692 - Ref 327169,Investment
Myntra fashion order - INR 31608 - Ref 466867,Shopping
Metro card recharge - INR 44872 - Ref 679027,Travel
Stock market investment - INR 33516 - Ref 590356,Investment
Bus ticket purchase - INR 28410 - Ref 893803,Travel
Education loan EMI - INR 38283 - Ref 481244,EMI
Bus ticket purchase - INR 37148 - Ref 766941,Travel
Airport taxi fare - INR 17069 - Ref 504040,Travel
Uber ride payment - INR 13442 - Ref 647191,Travel
Hotel dinner bill - INR 2579 - Ref 929629,Food
Mall shopping payment - INR 48215 - Ref 319407,Shopping
Zomato food delivery - INR 44331 - Ref 669138,Food
Share trading debit - INR 25529 - Ref 334197,Investment
Stock market investment - INR 14478 - Ref 622429,Investment
Airport taxi fare - INR 27238 - Ref 852267,Travel
Appliance EMI - INR 27188 - Ref 412099,EMI
Share trading debit - INR 13375 - Ref 530239,Investment
Metro card recharge - INR 39065 - Ref 450218,Travel
Dominos pizza order - INR 10538 - Ref 355746,Food
Hotel stay booking - INR 33607 - Ref 977787,Travel
Appliance EMI - INR 12792 - Ref 395466,EMI
Rapido bike ride - INR 22858 - Ref 234369,Travel
Fixed deposit investment - INR 33759 - Ref 928074,Investment
Gold bond investment - INR 4872 - Ref 413770,Investment
Stock market investment - INR 20423 - Ref 889573,Investment
IRCTC train ticket - INR 43244 - Ref 153214,Travel
Retail store shopping - INR 11246 - Ref 265298,Shopping
MakeMyTrip travel booking - INR 19058 - Ref 773852,Travel
Flight ticket booking - INR 34754 - Ref 741510,Travel
Flipkart purchase - INR 30376 - Ref 264390,Shopping
Uber ride payment - INR 47853 - Ref 645466,Travel
Flipkart purchase - INR 22386 - Ref 453020,Shopping
Bike loan EMI - INR 24350 - Ref 114394,EMI
Car loan EMI - INR 17432 - Ref 185958,EMI
Mall shopping payment - INR 4569 - Ref 494182,Shopping
Restaurant dine-in bill - INR 31478 - Ref 462923,Food
eBay online order - INR 44522 - Ref 849117,Shopping
Demat account transfer - INR 37694 - Ref 758241,Investment
Lifestyle store purchase - INR 40621 - Ref 653335,Shopping
PPF contribution - INR 48551 - Ref 942902,Investment
Stock market investment - INR 10805 - Ref 420279,Investment
Laptop EMI payment - INR 36284 - Ref 328667,EMI
ETF purchase - INR 26795 - Ref 712031,Investment
ETF purchase - INR 39044 - Ref 572101,Investment
Lifestyle store purchase - INR 18079 - Ref 985905,Shopping
Hotel stay booking - INR 34632 - Ref 396119,Travel
Gold bond investment - INR 511 - Ref 804896,Investment
Grocery food items - INR 43748 - Ref 938883,Food
McDonald's meal payment - INR 34037 - Ref 351574,Food
Flight ticket booking - INR 5242 - Ref 312683,Travel
Restaurant dine-in bill - INR 31273 - Ref 557233,Food
Appliance EMI - INR 3359 - Ref 929473,EMI
Credit card EMI - INR 4555 - Ref 823760,EMI
Gold bond investment - INR 37646 - Ref 211762,Investment
Stock market investment - INR 41390 - Ref 553883,Investment
Mutual fund SIP - INR 35675 - Ref 245153,Investment
Share trading debit - INR 10356 - Ref 123703,Investment
Airport taxi fare - INR 48166 - Ref 606033,Travel
Airport taxi fare - INR 42678 - Ref 497999,Travel
Electronics purchase - INR 20466 - Ref 740640,Shopping
Hotel stay booking - INR 21784 - Ref 949639,Travel
Appliance EMI - INR 23399 - Ref 272600,EMI
Flipkart purchase - INR 12609 - Ref 242704,Shopping
Dominos pizza order - INR 48772 - Ref 598861,Food
Mobile EMI payment - INR 5643 - Ref 740025,EMI
Electronics purchase - INR 8658 - Ref 100177,Shopping
Appliance EMI - INR 27350 - Ref 779762,EMI
Personal loan EMI - INR 33043 - Ref 992214,EMI
Credit card EMI - INR 4291 - Ref 465138,EMI
Mutual fund SIP - INR 38401 - Ref 269698,Investment
Restaurant dine-in bill - INR 34652 - Ref 344630,Food
Credit card EMI - INR 15024 - Ref 778542,EMI
Bike loan EMI - INR 6986 - Ref 350513,EMI
Cafe coffee purchase - INR 14360 - Ref 733082,Food
IRCTC train ticket - INR 37743 - Ref 574355,Travel
IRCTC train ticket - INR 48645 - Ref 686880,Travel
Dominos pizza order - INR 16516 - Ref 522987,Food
Uber ride payment - INR 25420 - Ref 782736,Travel
Supermarket shopping - INR 32441 - Ref 103127,Shopping
Swiggy order payment - INR 35280 - Ref 648940,Food
Grocery food items - INR 29990 - Ref 367480,Food
Personal loan EMI - INR 36016 - Ref 563721,EMI
Supermarket shopping - INR 7635 - Ref 809209,Shopping
Myntra fashion order - INR 11358 - Ref 715257,Shopping
ETF purchase - INR 32102 - Ref 102109,Investment
Hotel dinner bill - INR 16612 - Ref 900777,Food
Swiggy order payment - INR 31775 - Ref 504545,Food
Home loan EMI - INR 28378 - Ref 398225,EMI
Flipkart purchase - INR 18474 - Ref 777920,Shopping
McDonald's meal payment - INR 23166 - Ref 428819,Food
Demat account transfer - INR 20078 - Ref 926971,Investment
Restaurant dine-in bill - INR 15867 - Ref 478348,Food
Lifestyle store purchase - INR 47013 - Ref 872097,Shopping
Bus ticket purchase - INR 44645 - Ref 845056,Travel
Mall shopping payment - INR 15142 - Ref 143253,Shopping
Electronics purchase - INR 49201 - Ref 236798,Shopping
Appliance EMI - INR 15853 - Ref 175474,EMI
Dominos pizza order - INR 13881 - Ref 118791,Food
Mall shopping payment - INR 49150 - Ref 220112,Shopping
McDonald's meal payment - INR 17911 - Ref 854486,Food
Cafe coffee purchase - INR 42282 - Ref 821119,Food
Flipkart purchase - INR 35521 - Ref 779252,Shopping
Myntra fashion order - INR 40720 - Ref 210655,Shopping
MakeMyTrip travel booking - INR 30178 - Ref 121520,Travel
Dominos pizza order - INR 36545 - Ref 188427,Food
eBay online order - INR 1714 - Ref 480282,Shopping
Ola cab booking - INR 3507 - Ref 109578,Travel
Fixed deposit investment - INR 12850 - Ref 162957,Investment
PPF contribution - INR 41024 - Ref 676137,Investment
Ola cab booking - INR 7732 - Ref 431251,Travel
Flight ticket booking - INR 11955 - Ref 436872,Travel
Demat account transfer - INR 10586 - Ref 903790,Investment
MakeMyTrip travel booking - INR 28439 - Ref 693520,Travel
Supermarket shopping - INR 22349 - Ref 256241,Shopping
Fixed deposit investment - INR 26304 - Ref 462365,Investment
Home loan EMI - INR 1286 - Ref 262528,EMI
Laptop EMI payment - INR 9845 - Ref 173947,EMI
Credit card EMI - INR 30096 - Ref 986857,EMI
Cafe coffee purchase - INR 44891 - Ref 706360,Food
Retail store shopping - INR 34714 - Ref 592824,Shopping
Mutual fund SIP - INR 35630 - Ref 106465,Investment
Ajio clothing purchase - INR 33602 - Ref 148058,Shopping
Demat account transfer - INR 39111 - Ref 777092,Investment
Credit card EMI - INR 9212 - Ref 612600,EMI
eBay online order - INR 20959 - Ref 406493,Shopping
Zomato food delivery - INR 13993 - Ref 752075,Food
NPS contribution - INR 40161 - Ref 603138,Investment
Fixed deposit investment - INR 40616 - Ref 765529,Investment
Car loan EMI - INR 13308 - Ref 286308,EMI
Car loan EMI - INR 1101 - Ref 470239,EMI
Mobile EMI payment - INR 27570 - Ref 785199,EMI
KFC online order - INR 689 - Ref 534559,Food
Mall shopping payment - INR 32571 - Ref 726726,Shopping
Bakery purchase - INR 4788 - Ref 306811,Food
Hotel stay booking - INR 30902 - Ref 830566,Travel
Mutual fund SIP - INR 31284 - Ref 863310,Investment
Stock market investment - INR 26523 - Ref 197058,Investment
IRCTC train ticket - INR 28363 - Ref 624939,Travel
Bike loan EMI - INR 15070 - Ref 228977,EMI
Ajio clothing purchase - INR 23124 - Ref 616202,Shopping
Ola cab booking - INR 21463 - Ref 305157,Travel
Flipkart purchase - INR 42965 - Ref 405851,Shopping
Gold bond investment - INR 31968 - Ref 274399,Investment
Ajio clothing purchase - INR 25662 - Ref 119682,Shopping
Electronics purchase - INR 6632 - Ref 901514,Shopping
Dominos pizza order - INR 38606 - Ref 953125,Food
Gold bond investment - INR 36776 - Ref 290892,Investment
Amazon online shopping - INR 41326 - Ref 373150,Shopping
Supermarket shopping - INR 48406 - Ref 347319,Shopping
Mobile EMI payment - INR 44182 - Ref 527535,EMI
Rapido bike ride - INR 14789 - Ref 476207,Travel
Share trading debit - INR 6435 - Ref 531678,Investment
Demat account transfer - INR 15709 - Ref 202258,Investment
Laptop EMI payment - INR 20582 - Ref 564920,EMI
Demat account transfer - INR 15917 - Ref 627022,Investment
Grocery food items - INR 49551 - Ref 270485,Food
ETF purchase - INR 4557 - Ref 775294,Investment
Personal loan EMI - INR 19487 - Ref 224087,EMI
Fixed deposit investment - INR 9373 - Ref 702207,Investment
Ajio clothing purchase - INR 47706 - Ref 160808,Shopping
Bakery purchase - INR 45799 - Ref 220018,Food
Car loan EMI - INR 8457 - Ref 663410,EMI
eBay online order - INR 38297 - Ref 661386,Shopping
Cafe coffee purchase - INR 36955 - Ref 948445,Food
Education loan EMI - INR 32237 - Ref 327973,EMI
Ola cab booking - INR 6173 - Ref 440387,Travel
Share trading debit - INR 29410 - Ref 555932,Investment
Hotel dinner bill - INR 14214 - Ref 336399,Food
Mall shopping payment - INR 3603 - Ref 874539,Shopping
Home loan EMI - INR 46561 - Ref 926831,EMI
Consumer durable EMI - INR 15691 - Ref 265443,EMI
Ajio clothing purchase - INR 16962 - Ref 863145,Shopping
Cafe coffee purchase - INR 3013 - Ref 559582,Food
MakeMyTrip travel booking - INR 9930 - Ref 191424,Travel
PPF contribution - INR 49021 - Ref 459207,Investment
KFC online order - INR 11922 - Ref 179297,Food
Appliance EMI - INR 13752 - Ref 879499,EMI
Zomato food delivery - INR 27957 - Ref 389256,Food
ETF purchase - INR 5140 - Ref 791343,Investment
Dominos pizza order - INR 38284 - Ref 708777,Food
Home loan EMI - INR 35193 - Ref 152809,EMI
Home loan EMI - INR 46989 - Ref 336678,EMI
Bus ticket purchase - INR 38361 - Ref 985629,Travel
Hotel stay booking - INR 11641 - Ref 575911,Travel
Laptop EMI payment - INR 48582 - Ref 472454,EMI
Personal loan EMI - INR 48552 - Ref 407250,EMI
Share trading debit - INR 13255 - Ref 863531,Investment
Amazon online shopping - INR 39524 - Ref 123223,Shopping
Metro card recharge - INR 4309 - Ref 562296,Travel
Dominos pizza order - INR 1901 - Ref 722025,Food
Hotel stay booking - INR 11837 - Ref 864886,Travel
Retirement fund investment - INR 14209 - Ref 720241,Investment
Dominos pizza order - INR 40407 - Ref 184211,Food
Flight ticket booking - INR 30008 - Ref 768257,Travel
KFC online order - INR 29772 - Ref 194371,Food
Stock market investment - INR 15252 - Ref 588856,Investment
Cafe coffee purchase - INR 1177 - Ref 441742,Food
Swiggy order payment - INR 46272 - Ref 511643,Food
Appliance EMI - INR 30665 - Ref 732460,EMI
eBay online order - INR 8688 - Ref 594031,Shopping
Cafe coffee purchase - INR 31674 - Ref 527259,Food
Hotel dinner bill - INR 3297 - Ref 162348,Food
Airport taxi fare - INR 9901 - Ref 994395,Travel
Zomato food delivery - INR 36050 - Ref 824779,Food
Gold bond investment - INR 48465 - Ref 271658,Investment
PPF contribution - INR 15448 - Ref 829190,Investment
Personal loan EMI - INR 13474 - Ref 363000,EMI
MakeMyTrip travel booking - INR 19973 - Ref 267924,Travel
IRCTC train ticket - INR 16555 - Ref 600071,Travel
IRCTC train ticket - INR 9133 - Ref 937375,Travel
Restaurant dine-in bill - INR 47538 - Ref 648530,Food
Appliance EMI - INR 33606 - Ref 883439,EMI
McDonald's meal payment - INR 20990 - Ref 253203,Food
Grocery food items - INR 10088 - Ref 156352,Food
Bus ticket purchase - INR 7134 - Ref 900097,Travel
Gold bond investment - INR 41277 - Ref 221621,Investment
Ajio clothing purchase - INR 23512 - Ref 121062,Shopping
Ajio clothing purchase - INR 3376 - Ref 355445,Shopping
KFC online order - INR 4304 - Ref 889045,Food
Retail store shopping - INR 45109 - Ref 681361,Shopping
Electronics purchase - INR 7595 - Ref 215680,Shopping
IRCTC train ticket - INR 11450 - Ref 769524,Travel
Flight ticket booking - INR 36709 - Ref 232894,Travel
MakeMyTrip travel booking - INR 9304 - Ref 793141,Travel
Bakery purchase - INR 5556 - Ref 751968,Food
Hotel dinner bill - INR 31382 - Ref 398023,Food
Cafe coffee purchase - INR 19030 - Ref 456872,Food
McDonald's meal payment - INR 5450 - Ref 241864,Food
Lifestyle store purchase - INR 48695 - Ref 207863,Shopping
Restaurant dine-in bill - INR 34151 - Ref 631296,Food
ETF purchase - INR 40344 - Ref 767944,Investment
Stock market investment - INR 24878 - Ref 841805,Investment
IRCTC train ticket - INR 49571 - Ref 178060,Travel
Retirement fund investment - INR 33229 - Ref 455531,Investment
Lifestyle store purchase - INR 36637 - Ref 968906,Shopping
Bakery purchase - INR 20209 - Ref 674007,Food
Fixed deposit investment - INR 26686 - Ref 721134,Investment
Supermarket shopping - INR 49689 - Ref 131691,Shopping
Share trading debit - INR 28157 - Ref 606619,Investment
NPS contribution - INR 2154 - Ref 183595,Investment
Cafe coffee purchase - INR 17733 - Ref 361517,Food
Metro card recharge - INR 18018 - Ref 410876,Travel
Lifestyle store purchase - INR 27203 - Ref 262791,Shopping
Swiggy order payment - INR 17440 - Ref 450338,Food
Mobile EMI payment - INR 6022 - Ref 540632,EMI
